Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ     
Vardas536      Pavarde536     7    3    4    6    5    3       
Vardas537      Pavarde537     4    2    7    3    4    4       
Vardas538      Pavarde538     5    7    4    2    8    9       
Vardas539      Pavarde539     10   7    4    4    7    1       
Vardas540      Pavarde540     8    2    4    1    7    10      
Vardas541      Pavarde541     8    4    4    9    2    9       
Vardas542      Pavarde542     2    8    4    2    3    7       
Vardas543      Pavarde543     1    3    8    8    9    10      
Vardas544      Pavarde544     4    5    9    5    7    3       
Vardas545      Pavarde545     10   8    5    6    5    9       
Vardas546      Pavarde546     9    10   10   8    5    1       
Vardas547      Pavarde547     2    9    2    6    3    8       
Vardas548      Pavarde548     4    2    6    8    8    5       
Vardas549      Pavarde549     7    7    3    2    4    4       
Vardas550      Pavarde550     8    8    6    7    2    4       
Vardas551      Pavarde551     4    10   7    10   8    6       
Vardas552      Pavarde552     10   8    2    10   5    3       
Vardas553      Pavarde553     3    8    8    3    1    9       
Vardas554      Pavarde554     5    2    9    9    3    7       
Vardas555      Pavarde555     4    10   5    7    5    2       
Vardas556      Pavarde556     7    7    10   8    2    3       
Vardas557      Pavarde557     2    10   3    3    2    3       
Vardas558      Pavarde558     9    8    9    7    5    5       
Vardas559      Pavarde559     5    9    5    2    6    4       
Vardas560      Pavarde560     6    5    7    3    5    6       
Vardas561      Pavarde561     10   6    2    8    3    7       
Vardas562      Pavarde562     5    2    2    1    3    1       
Vardas563      Pavarde563     6    7    10   8    10   5       
Vardas564      Pavarde564     1    1    4    8    3    1       
Vardas565      Pavarde565     2    9    1    7    7    6       
Vardas566      Pavarde566     9    4    6    3    2    1       
Vardas567      Pavarde567     10   3    4    2    9    5       
Vardas568      Pavarde568     8    4    1    6    10   8       
Vardas569      Pavarde569     4    3    1    4    4    6       
Vardas570      Pavarde570     5    8    8    2    9    7       
Vardas571      Pavarde571     1    5    5    2    5    8       
Vardas572      Pavarde572     5    3    2    8    8    1       
Vardas573      Pavarde573     8    6    6    10   8    9       
Vardas574      Pavarde574     6    1    10   3    10   9       
Vardas575      Pavarde575     9    4    4    4    1    6       
Vardas576      Pavarde576     2    8    5    8    5    10      
Vardas577      Pavarde577     2    1    4    5    3    4       
Vardas578      Pavarde578     3    10   4    2    6    3       
Vardas579      Pavarde579     8    8    7    2    6    9       
Vardas580      Pavarde580     10   8    8    5    10   8       
Vardas581      Pavarde581     5    6    10   7    1    9       
Vardas582      Pavarde582     2    3    6    1    9    6       
Vardas583      Pavarde583     2    1    7    7    10   1       
Vardas584      Pavarde584     6    1    5    5    7    6       
Vardas585      Pavarde585     9    7    5    8    9    5       
Vardas586      Pavarde586     5    9    5    3    5    3       
Vardas587      Pavarde587     5    4    4    3    6    1       
Vardas588      Pavarde588     4    1    6    8    1    5       
Vardas589      Pavarde589     2    5    6    9    2    10      
Vardas590      Pavarde590     2    3    4    1    2    9       
Vardas591      Pavarde591     10   7    10   6    1    4       
Vardas592      Pavarde592     1    9    2    1    5    4       
Vardas593      Pavarde593     6    1    6    10   9    9       
Vardas594      Pavarde594     7    6    2    4    5    9       
Vardas595      Pavarde595     3    1    5    4    1    3       
Vardas596      Pavarde596     1    3    5    1    7    6       
Vardas597      Pavarde597     5    7    5    8    2    4       
Vardas598      Pavarde598     10   2    2    4    3    6       
Vardas599      Pavarde599     8    8    7    1    3    10      
Vardas600      Pavarde600     5    6    8    10   4    7       
Vardas601      Pavarde601     4    1    2    5    5    7       
Vardas602      Pavarde602     7    5    10   3    6    7       
Vardas603      Pavarde603     8    7    7    10   3    10      
Vardas604      Pavarde604     2    5    9    9    3    3       
Vardas605      Pavarde605     10   1    1    1    9    1       
Vardas606      Pavarde606     5    5    8    8    4    2       
Vardas607      Pavarde607     1    5    6    8    8    10      
Vardas608      Pavarde608     10   9    7    6    2    2       
Vardas609      Pavarde609     10   4    5    10   5    4       
Vardas610      Pavarde610     10   5    4    4    1    3       
Vardas611      Pavarde611     9    1    4    4    9    4       
Vardas612      Pavarde612     9    10   10   5    2    7       
Vardas613      Pavarde613     1    9    7    8    4    2       
Vardas614      Pavarde614     10   3    7    4    2    5       
Vardas615      Pavarde615     9    9    7    4    3    3       
Vardas616      Pavarde616     7    5    6    10   6    10      
Vardas617      Pavarde617     1    9    9    3    4    5       
Vardas618      Pavarde618     2    7    9    8    5    3       
Vardas619      Pavarde619     3    9    8    3    5    3       
Vardas620      Pavarde620     10   1    7    2    10   2       
Vardas621      Pavarde621     3    2    8    6    8    10      
Vardas622      Pavarde622     2    1    4    5    3    8       
Vardas623      Pavarde623     1    7    8    2    3    10      
Vardas624      Pavarde624     9    8    6    3    5    1       
Vardas625      Pavarde625     9    10   1    9    10   9       
Vardas626      Pavarde626     3    10   2    9    2    3       
Vardas627      Pavarde627     4    7    6    4    9    2       
Vardas628      Pavarde628     3    5    10   1    2    2       
Vardas629      Pavarde629     6    3    7    3    1    4       
Vardas630      Pavarde630     6    2    7    2    1    10      
Vardas631      Pavarde631     8    7    10   8    8    10      
Vardas632      Pavarde632     10   5    1    7    8    9       
Vardas633      Pavarde633     10   6    1    7    10   4       
Vardas634      Pavarde634     1    6    4    6    7    7       
Vardas635      Pavarde635     6    4    2    9    10   2       
Vardas636      Pavarde636     3    1    10   10   10   10      
Vardas637      Pavarde637     5    6    6    6    3    6       
Vardas638      Pavarde638     4    3    6    1    10   7       
Vardas639      Pavarde639     7    8    7    2    5    5       
Vardas640      Pavarde640     7    7    5    3    10   3       
Vardas641      Pavarde641     1    8    1    4    9    7       
Vardas642      Pavarde642     4    9    8    2    10   3       
Vardas643      Pavarde643     9    4    5    7    6    9       
Vardas644      Pavarde644     9    2    6    1    6    3       
Vardas645      Pavarde645     5    7    5    5    2    7       
Vardas646      Pavarde646     7    1    8    7    1    2       
Vardas647      Pavarde647     1    1    4    8    6    10      
Vardas648      Pavarde648     7    10   5    10   4    3       
Vardas649      Pavarde649     1    7    8    1    8    1       
Vardas650      Pavarde650     3    5    3    2    2    2       
Vardas651      Pavarde651     5    3    4    8    6    9       
Vardas652      Pavarde652     8    1    7    8    6    1       
Vardas653      Pavarde653     10   7    9    1    4    7       
Vardas654      Pavarde654     10   1    9    3    1    7       
Vardas655      Pavarde655     5    10   2    5    3    7       
Vardas656      Pavarde656     3    8    4    1    7    2       
Vardas657      Pavarde657     3    6    10   3    4    8       
Vardas658      Pavarde658     4    6    4    1    8    9       
Vardas659      Pavarde659     1    9    10   10   6    5       
Vardas660      Pavarde660     7    1    4    4    10   5       
Vardas661      Pavarde661     9    6    7    2    4    5       
Vardas662      Pavarde662     10   4    8    1    10   5       
Vardas663      Pavarde663     10   10   5    6    4    8       
Vardas664      Pavarde664     9    5    4    1    5    3       
Vardas665      Pavarde665     8    9    10   7    2    3       
Vardas666      Pavarde666     3    5    10   7    10   6       
Vardas667      Pavarde667     2    7    9    8    4    9       
Vardas668      Pavarde668     7    4    10   3    5    9       
Vardas669      Pavarde669     1    10   8    9    10   9       
Vardas670      Pavarde670     6    2    1    7    2    2       
Vardas671      Pavarde671     9    6    5    5    7    2       
Vardas672      Pavarde672     8    5    5    3    5    6       
Vardas673      Pavarde673     7    5    4    2    7    5       
Vardas674      Pavarde674     10   6    4    1    5    2       
Vardas675      Pavarde675     8    1    8    7    1    3       
Vardas676      Pavarde676     7    8    10   3    5    9       
Vardas677      Pavarde677     2    1    6    6    5    9       
Vardas678      Pavarde678     9    2    4    6    3    9       
Vardas679      Pavarde679     7    7    7    9    4    1       
Vardas680      Pavarde680     7    10   8    9    10   3       
Vardas681      Pavarde681     2    5    10   5    10   7       
Vardas682      Pavarde682     1    2    5    5    4    6       
Vardas683      Pavarde683     10   3    1    4    7    4       
Vardas684      Pavarde684     5    8    2    5    2    10      
Vardas685      Pavarde685     4    6    10   6    3    2       
Vardas686      Pavarde686     4    8    8    6    7    4       
Vardas687      Pavarde687     1    4    4    10   3    9       
Vardas688      Pavarde688     8    8    3    3    1    1       
Vardas689      Pavarde689     1    7    3    9    7    5       
Vardas690      Pavarde690     4    10   8    5    5    4       
Vardas691      Pavarde691     10   4    10   1    3    4       
